"Date","MMM","ABT","ANF","ADBE","AMD","A","APD","AKS","AA","AAPL","ADI","T","BHI","AVP","AZO","BAC","BAX","NVS","BK","CHK","CVX","CB","CIEN","CI","CINF","CSCO","C","CTXS","CLX","CME","EBAY","ECL","ETR","FAST","FDX","FHN","F","GME","GD","GS","HRB","HAL","HOG","HD","IR","INTC","IP","JCP","JNJ","KIM","KLAC","K","KBH","JNPR","JPM","NEM","NSC","NBL","NOC","NUE","OXY","PFE","PBI","PPL"
"26/06/2013",109.68,35.6,44.32,45.68,4.14,30.277,96.13,2.99,7.75,56.867,45.07,35.33,45.31,21.16,413.99,12.76,37.887,69.61,28.33,19.268,118.15,88.6,19.35,71.37,45.64,24.385,47.61,59.64,83.26,76.31,21.604,85.93,70.28,46.1,98.37,11.14,15.29,40.38,77.89,151.66,28.36,41.47,52.39,75.67,43.605,24.005,43.506,16.15,86.99,21.05,55.33,63.52,19.89,18.46,52.5,27.22,73.35,60.19,81.84,43.66,85.613,28.1,14.75,27.569
"27/06/2013",110.24,35.36,45.26,45.93,4.08,30.806,92.78,3.01,7.87,56.254,45.37,35.63,45.87,21.2,422.87,13.01,37.865,70.42,28.72,19.466,118.71,89.52,19.67,72.56,46.26,24.63,48.28,60.79,83.91,76.52,21.945,85.7,70.05,46.9,99.37,11.33,15.65,40.87,78.67,153.51,28.29,41.84,53.58,76.27,44.292,24.05,43.279,16.99,86.71,21.63,55.57,64.42,19.7,19.05,53.15,27.71,73.49,60.88,83.21,44.08,86.63,28.18,15.19,27.551
"28/06/2013",109.35,34.88,45.25,45.56,4.08,30.577,91.57,3.04,7.82,56.647,45.06,35.4,46.13,21.03,423.69,12.86,37.631,70.71,28.05,19.277,118.34,89.48,19.43,72.49,45.92,24.335,47.97,60.36,83.14,75.95,21.768,85.19,69.68,45.79,98.58,11.2,15.47,42.03,78.33,151.25,27.75,41.72,54.82,77.47,44.316,24.23,43.683,17.08,85.86,21.43,55.73,64.23,19.63,19.31,52.79,29.95,72.65,60.04,82.8,43.32,85.594,28.01,14.68,28.079
"01/07/2013",109.31,35.03,46.19,46.235,4.1,31.171,93.51,3.03,7.86,58.46,45.37,35.3,46.69,21.15,425.27,12.93,38.061,70.87,28.47,19.646,119.08,89.77,19.46,72.81,46.54,24.335,48.25,61.19,83.8,76.51,22.267,86.34,69.34,45.84,98.89,11.23,15.74,42.21,79.01,151.75,28.14,42.45,55.54,76.87,44.882,23.886,44.492,16.72,86.63,21.06,55.28,64.89,19.01,19.48,52.49,30.18,72.61,59.88,83.35,43.84,86.351,27.78,14.96,27.745
"02/07/2013",108.73,34.86,47.93,46.03,3.97,30.813,90.75,3.07,7.8,59.784,45.31,35.53,47.58,21.29,424.2,12.9,37.849,70.66,28.42,19.788,119.15,88.98,19.63,72.12,46.33,24.32,48.15,61.1,83.25,75.2,22.445,86.13,69.35,45.82,98.27,11.7,16.18,42.17,78.07,150.92,28.01,42.79,54.87,77.31,44.451,23.72,45.103,16.55,86.57,21.57,54.85,65.11,18.68,19.13,52.8,29.17,72.24,61.04,82.17,43.8,86.879,27.7,14.08,27.606
"03/07/2013",109.45,34.25,47.55,46.42,4.06,30.87,91.39,3.05,7.71,60.114,45.68,35.62,47.62,20.94,423.88,12.83,37.702,70.72,28.53,19.873,119.08,89,19.61,72.92,46.32,24.59,47.67,61.9,83.23,75.71,22.378,85.83,69.29,45.29,97.77,11.84,16.43,42.38,78.34,150.43,27.92,42.65,54.67,77.73,44.675,23.762,45.123,16.6,86.78,21.44,55.07,65.06,18.71,19.3,52.77,29.02,71.66,61.63,82.93,43.55,86.102,27.65,14.2,27.458
"05/07/2013",111.54,34.92,49.24,47,4.07,31.628,91.88,3.01,7.81,59.631,46.21,35.83,48.09,21,428.52,13.06,37.963,70.72,29.26,19.901,120.51,90.12,19.96,73.94,46.64,24.57,48.53,63.36,83.82,77.61,22.664,86.5,68.06,45.81,98.96,12.37,16.7,42.99,79.42,153.24,28.3,43.71,55.25,78.29,46.095,24.06,45.665,16.75,87.87,21.38,56.47,65.34,18.07,19.61,53.99,27.78,72.33,62.71,83.95,43.85,87.128,27.97,14.38,27.235
"08/07/2013",112.13,35.41,49.94,46.625,4,31.721,92.35,3.13,7.92,59.293,45.76,35.58,48.69,21.32,434.91,13.28,38.609,71.06,29.12,19.797,121.24,91.47,20.08,73.83,47.4,24.625,49.52,63.31,84.31,77.29,22.606,86.86,68.95,45.97,98.83,12.27,16.81,42.63,79.72,153.81,28.95,43.92,55.17,79.22,45.68,23.185,45.911,16.95,88.59,21.68,55.49,65.73,17.68,19.28,54.7,27.02,72.86,62.29,85.09,43.88,87.138,28.13,14.33,27.699
"09/07/2013",113.35,34.74,51.01,47.26,4.05,31.893,95.96,3.29,7.91,60.336,46.26,35.6,48.96,21.96,434.56,13.53,38.816,71.23,29.34,19.996,123.27,92.38,19.86,74.65,48.1,25.155,50.21,64.16,85.13,76.7,22.934,88.46,69.14,47.1,103.15,12.28,16.84,42.69,79.86,156.94,29.21,44.31,54.2,79.7,46.319,23.135,46.227,17.05,88.88,22.03,58.15,65.92,18.86,19.67,54.89,27.07,74.39,63.86,85.53,44.79,86.275,28.35,14.25,27.745
"10/07/2013",113.43,34.74,51.46,47.25,3.98,32.401,96.53,3.32,7.92,60.104,46.73,35.39,48.78,21.86,433.48,13.37,38.745,72.3,29.33,20.242,122.9,91.75,19.73,74.88,48.51,25.41,49.63,65.29,84.7,76.45,23.098,88.66,69.7,45.77,103,12.11,16.72,42.42,80.6,155.83,29.58,44.13,53.99,79.4,46.287,23.25,45.783,17.08,89.24,21.96,59.24,65.97,18.33,19.68,54.83,26.61,73.42,63.75,86.9,44.16,85.642,28.44,14.29,27.838
"11/07/2013",114.53,35.37,50.48,47.99,4.45,32.694,97.01,3.43,8.1,61.041,48,35.87,48.8,22.42,441,13.51,39.451,73.48,29.77,20.138,123.77,92.27,21.74,76.14,48.83,25.87,50.04,66.81,85.34,76.75,23.519,89.9,71.31,46.56,104.4,11.86,16.98,42.6,82.45,157.71,29.94,44.18,55.1,79.86,47.109,23.99,46.887,17.67,89.67,22.47,59.93,66.53,19.62,20.16,55.14,28.12,74.94,64.53,87.75,45.62,86.735,28.77,14.12,28.219
"12/07/2013",115.14,35.32,50.95,48.39,4.32,32.715,96.65,3.35,8.1,60.93,48.35,35.81,49.16,22.54,439.3,13.78,39.386,73.65,30.06,20.09,124.06,93.5,21.43,76.03,49.18,25.94,50.81,67.41,85.84,77.34,24.007,90.29,70.89,47.13,102.29,12.14,17.11,43.17,82.6,160.11,30.63,44.64,55.96,80.54,47.165,23.9,47.449,17.57,89.99,22.34,60.39,66.5,19.23,20.35,54.97,27.43,75.2,64.3,88.02,44.88,86.543,28.81,13.96,28.256
"15/07/2013",114.85,35.48,51.4,48.12,4.4,32.973,96.61,3.29,8.17,61.063,48.4,35.55,48.91,22.86,438,13.88,39.484,73.71,30.69,20.507,124.68,93.73,21.82,75.89,49.4,25.93,51.81,66.56,86.3,77.12,23.759,90.77,71.6,46.98,103.7,12.28,17.12,43.48,83.56,163,30.22,44.11,55.44,80.4,47.357,23.94,47.429,17.62,90.4,22.5,59.25,66.52,18.97,20.45,54.89,27.57,75.63,63.55,88.26,45.28,86.821,28.79,13.92,28.664
"16/07/2013",114.34,35.7,50.23,47.485,4.43,32.83,95.5,3.34,8.11,61.456,48.52,35.88,48.69,22.51,433.71,13.92,39.565,73.47,30.35,20.573,124.12,93.22,21.68,74.95,48.98,25.71,51.83,66.48,86.84,76.29,23.91,91.32,71.02,47.08,103.51,12,16.6,43.84,83.01,160.24,29.82,43.63,55.07,80.22,46.431,24.25,47.705,17.13,90.4,22.51,59.48,66.31,19.27,20.55,55.01,28.45,76.16,63.07,87.21,44.76,86.006,28.68,14,28.636
"17/07/2013",114.64,35.82,49.87,48.04,4.38,32.615,96.37,3.34,8.19,61.473,48.66,35.96,48.9,22.62,430,14.31,39.69,72.88,30.92,20.573,124.35,94.23,22.21,75.49,49.04,25.72,51.79,65.41,86.25,76.03,24.15,91.64,70.64,47,104.26,11.99,16.78,43.48,82.93,161.5,30.44,44.14,55.57,80.44,46.902,24.15,47.084,16.56,90.13,22.56,60.16,66.18,19.76,20.74,55.27,28.03,76.47,63.86,87.6,45.29,86.275,28.68,14.16,28.84
"18/07/2013",115.48,35.7,49.84,48.19,4.64,32.823,96.88,3.4,8.21,61.68,48.34,35.74,49.08,23.01,435.32,14.76,39.712,72.65,31.47,21.121,125.47,95.26,22.72,77.55,49.62,25.86,52.69,64.76,87.02,76.4,22.525,92.48,71.77,47.18,108.66,12.14,16.93,43.63,83.72,164.06,30.75,44.74,56.25,80.02,47.828,23.244,47.193,16.5,90.17,22.96,60.18,66.64,19.3,21.03,56.37,28.06,77.64,65.66,88.12,45.65,87.55,28.49,14.18,29.286
"19/07/2013",116.19,35.87,49.22,48.07,4.03,33.037,96.99,3.35,8.07,60.707,47.98,35.81,47.8,23.32,435.97,14.75,40.223,72.57,31.77,21.358,126.91,94.74,22.795,77.84,49.55,25.82,52.35,65.07,87.45,74.75,21.964,93.4,71.91,46.81,108.03,12.1,16.76,43.46,84.4,164.36,31.02,45.83,55.87,79.89,50.246,23.04,47.045,16.35,92.23,22.97,60.635,67.32,19.1,21.04,56.16,28.69,78.08,66.07,88.36,45.64,88.337,29.09,14.06,29.276
"22/07/2013",116.28,35.8,49.78,48.28,3.9,33.466,97.88,3.43,8.12,60.901,47.94,35.58,47.51,23.21,437.72,14.92,40.435,72.86,32.07,21.188,127.03,95.58,22.68,78.4,50,25.72,53,66,86.4,73.72,22.016,94.28,72.35,46.9,107.75,12.29,17.04,43.02,84.23,166.25,30.92,45.08,55.63,80,49.24,22.77,46.729,16.13,92.28,23.12,60.31,67.46,18.65,20.75,56.56,30.35,77.38,65.97,88.44,46.07,88.222,29.35,14.61,29.267
"23/07/2013",116.75,36.68,49.37,48.07,3.66,33.23,100.65,3.56,8.14,59.856,48.38,35.81,47.75,23.07,438.45,14.94,40.359,72.7,32.21,21.112,127.26,93.23,22.92,78.16,49.52,25.56,52.88,66.07,85.6,73.68,21.734,94.77,72.33,46.64,106.79,12.37,16.94,42.42,84.03,166.26,30.96,45.58,55.96,80.19,48.706,22.75,46.217,16.1,92.42,23.15,60.12,67.23,18.98,21.34,56.67,31.14,76.87,65.18,88.76,46.5,88.279,29.42,14.52,29.332
"24/07/2013",116.33,36.45,49.24,47.8,3.63,33.438,100.56,3.45,8.05,62.93,48.23,35.4,47.76,23.07,436.35,14.71,39.995,72.71,31.92,20.999,126.37,91.88,22.96,78.11,48.68,25.59,52.19,67.49,85.12,73.63,21.928,93.68,70.42,45.45,105.88,12.55,17.37,43.24,85.31,165.04,30.63,44.82,55.86,80.27,48.33,22.93,46.542,15.92,92.36,22.55,59.45,66.87,18,21.66,56.63,29.61,74.66,64.54,90.3,45.84,87.291,29.28,14.54,28.915
"25/07/2013",116.55,36.58,49.33,47.79,3.7,33.366,107.11,3.51,8.03,62.643,48.75,35.46,47.46,23.04,438.02,14.83,39.555,72.23,31.85,21.367,127.76,92.43,22.84,78,48.89,25.5,52.66,67.98,85.33,73.84,21.675,93.54,70.09,46.25,104.87,12.47,16.96,44.41,85.8,165.91,30.65,44.34,55.74,78.99,48.817,23.06,49.48,16.12,92.57,22.69,59.79,66.97,16.8,22.07,56.5,29.93,74.07,64.38,90.41,46.6,87.339,29.19,14.59,29.007
"26/07/2013",116.91,36.78,49,47.64,3.82,32.608,104.12,3.61,8.07,62.999,48.56,35.6,47.98,23.15,439.66,14.73,39.669,71.8,31.76,21.613,127.56,92.33,21.79,77.57,49.12,25.496,52.21,67.78,85.97,73.8,21.991,92.99,70.13,46.676,104.58,12.33,17.02,45.8,85.86,165.26,30.49,45.98,55.37,78.74,48.809,23.26,48.415,16.49,92.83,22.71,58.78,66.98,17.31,21.52,56.05,30.38,73.92,63.43,90.56,46.91,87.052,29.37,14.42,29.072
"29/07/2013",116.61,36.74,48.91,47.17,3.75,32.422,104.64,3.52,8.04,63.97,48.5,35.88,47.24,22.89,440.73,14.52,39.565,71.32,31.53,21.519,126.17,91.79,21.92,77.2,49.1,25.33,51.64,68.98,85.92,74.35,21.734,92.1,70.53,47.07,103.39,12.29,17.08,45.39,85.02,163.17,30.47,45.53,56.42,78.67,48.682,23.24,48.1,16.52,93.21,22.62,57.76,66.89,16.89,21.5,55.69,30.11,73.86,62.07,91.39,46.81,86.793,29.54,14.72,29.406
"30/07/2013",116.84,36.88,49.79,47.36,3.82,32.072,105.61,3.48,8.03,64.76,48.93,35.42,47.13,22.89,444.69,14.52,39.951,71.12,31.55,21.803,125.78,91.33,22.35,76.45,48.93,25.67,51.78,70.57,86.03,74.14,21.877,93.75,69.6,48.34,103.56,12.46,17.08,46.91,85.65,162.43,31.23,45.23,57.2,78.6,48.769,23.38,48.08,16.26,93.17,22.4,58.42,66.45,16.92,21.9,55.33,30.15,73.55,62.52,90.94,46.79,84.721,29.67,16.6,29.444
"31/07/2013",117.43,36.63,49.87,47.28,3.77,31.986,108.64,3.4,7.95,64.647,49.38,35.27,47.43,22.86,448.58,14.6,39.68,71.61,31.45,22.039,125.89,91.38,22.06,77.83,49.01,25.59,52.14,72.02,85.94,74.062,21.755,92.14,67.5,49.03,106,12.33,16.88,49.06,85.34,164.03,31.43,45.19,56.77,79.03,48.73,23.335,47.627,14.6,93.5,22.55,58.63,66.24,17.75,21.67,55.73,30,73.16,62.49,92.06,46.78,85.421,29.23,16.51,29.481
"01/08/2013",118.41,36.84,51.46,47.7,3.81,32.923,107.25,3.35,7.95,65.239,49.94,35.72,48.41,22.02,447.99,14.95,39.223,71.98,32,23.6,126.44,92.33,22.52,77.27,49.92,25.891,52.86,72.81,84.83,72.17,22.058,94.04,67.89,50.12,110,12.53,17.19,49.98,86.81,167.49,31.99,46.41,58.44,78.64,49.576,23.2,48.79,14.58,93.77,22.84,60.12,65.42,17.45,21.97,56.54,29.59,76,64.32,93.09,47.14,86.188,29.11,16.91,29.675
"02/08/2013",118.26,36.75,51.8,47.45,3.8,33.166,106.95,3.4,7.97,66.077,49.87,35.77,48.42,22.2,448.04,14.84,38.267,72.73,31.8,23.6,124.95,91.95,22.86,77.3,49.74,26.19,53,73.12,85.32,72.3,22.113,93.62,68.19,50.24,109.15,12.53,17.5,50.39,87.49,167.62,31.89,46.3,58.6,80.23,49.895,23.22,48.701,14.28,94.39,22.5,59.5,65.23,17.73,21.8,56.49,28.79,75.5,64.96,94.89,47.19,85.296,29.37,17.46,29.629
"05/08/2013",117.92,36.45,51.66,47.63,3.82,32.851,107.83,3.44,8,67.064,49.58,35.67,48.03,22.31,448.25,14.8,38.631,72.48,31.68,24.101,123.99,90.96,23.02,77.84,49.12,26.31,52.87,73.09,85.17,72.06,22.185,92.46,67.53,49.28,109.42,12.53,17.19,50.29,87.69,168.32,31.68,46.05,58.89,79.66,49.655,22.924,47.952,13.82,93.8,22.19,58.65,65.18,17.39,22.02,56.1,28.48,74.82,64.92,95.42,46.69,84.558,29.19,17.58,29.703
"06/08/2013",117.5,36.1,49.57,47.39,3.72,32.951,106.87,3.33,7.91,66.464,49.42,35.48,47.43,22.03,445.01,14.64,39.125,73.28,31.52,23.789,123.14,90.1,22.45,77.76,48.75,26.21,51.48,72.7,85.59,72.39,22.601,93.5,66.86,49.03,108.77,12.3,17.03,48.99,87.34,164.78,31.61,45.85,58.71,80.05,48.594,22.8,47.567,13.28,93.81,21.98,58.37,65.8,16.79,21.99,55.49,26.63,73.93,64.14,94.88,46.5,84.586,29.34,17.89,29.379
"07/08/2013",117.83,35.93,48.51,47.1,3.69,33.094,106.76,3.42,7.79,66.426,49.15,35.59,47.54,22.24,435.04,14.53,38.919,73.73,31.17,23.505,123.33,89.77,23.25,77.82,48.55,26.12,51.5,71.98,86.12,71.88,22.311,93.3,68.77,47.75,107.98,12.21,16.77,47.88,87.02,163.45,31.52,45.53,58.22,78.83,48.937,22.7,47.291,12.8,93.66,21.96,58.41,65.53,16.46,22,55.3,26.48,74.09,63.76,95.83,46.25,84.299,29.26,17.71,29.573
"08/08/2013",118.68,35.92,48.73,47.51,3.71,32.787,106.62,3.5,7.91,65.859,49.1,35.29,47.92,22.01,429.02,14.61,39.745,73.72,31.06,23.656,123.07,89.87,22.995,78.67,48.73,26.26,51.78,72.81,86.35,72.22,22.546,93.05,69.16,47.52,109.08,12.15,16.98,48.49,87.02,162.84,31.54,46.14,59.19,80.04,49.153,22.45,47.301,13.66,93.34,22.08,58.43,65.66,16.63,22.16,54.83,28.78,74.41,63.98,95.61,47.32,84.874,29.13,17.63,29.555
"09/08/2013",118.31,35.89,49.23,47.18,3.65,33.051,106.7,3.57,8.22,64.921,49,34.8,47.44,21.98,429.59,14.45,40.087,73.42,30.97,23.647,122.5,89.74,22.53,78.44,48.66,26.053,51.32,72.96,85.98,72.16,22.445,93.04,66.9,47.53,108.22,12.02,17.02,48.97,86.92,162.13,31.37,46.03,58.77,78.97,48.698,22.51,47.341,12.87,92.36,22.13,57.71,65.68,16.54,20.92,54.52,29.51,73.98,63.83,95.49,49.22,84.682,29.21,17.31,29.601
"12/08/2013",118.38,35.9,50.17,47.2,3.65,33.216,103.2,3.74,8.26,66.766,49.41,34.92,47.53,21.96,425.6,14.41,40.022,73.21,30.75,23.666,121.8,89.82,22.35,78.49,48.53,26.34,50.9,73.34,86.16,71.55,22.424,92.79,66.14,46.78,109.04,12.06,17.07,49.48,85.77,161.69,31.39,46.02,57.98,79.2,48.985,22.64,47.538,13.17,92,21.88,58.75,65.73,16.8,20.59,54.09,30.9,74.35,63.42,94.93,48.64,84.692,29.19,17.28,29.444
"13/08/2013",118.67,35.94,50.59,47.14,3.69,33.552,103.95,3.63,8.15,69.939,49.58,34.72,47.24,21.69,433.8,14.51,40.109,73.78,30.75,23.675,122.5,90.35,23.08,78.97,48.75,26.321,51.77,73.67,86.39,74.44,22.778,93.15,65.71,46.93,108.61,12.12,17.06,49.24,86,163.71,31.34,46.58,58.86,79.44,49.504,22.52,47.439,12.68,93.01,21.68,59.35,65.9,16.12,21.16,54.29,30.08,74.29,63.75,95.26,48.14,84.289,29.27,17.79,29.193
"14/08/2013",117.62,35.61,50.22,46.84,3.82,33.259,102.78,3.65,8.16,71.214,48.88,34.77,47.22,21.16,428.55,14.6,39.913,73.62,30.69,23.562,122.05,90.54,22.49,77.99,48.9,26.377,51.59,73.55,85.42,73.95,22.824,93.03,66.23,46.43,108.63,12.08,16.89,48.69,85.29,163.34,30.92,46.82,58.83,77.44,49.464,22.57,48.208,13.11,90.7,21.73,58.77,65.42,16.35,21.1,54.15,31.94,73.77,62.98,94.87,47.72,84.107,29.03,17.66,29.035
"15/08/2013",115.85,35.03,48.85,45.87,3.69,33.581,101.44,3.62,8.16,71.13,47.83,34.35,47.34,20.75,420.06,14.32,39.294,73.34,30.42,23.638,120.25,89.64,21.219,76.71,47.75,24.485,50.86,72.57,84.5,74.83,22.382,92.2,65.76,45.2,108.04,11.93,16.43,47.69,83.81,160.75,29.63,46.68,57.5,75.14,48.083,22.03,46.67,13.83,89.55,21.29,57.07,64.46,17.21,20.3,53.29,33.22,73.55,63,93.79,47.23,83.445,28.8,17.44,28.655
"16/08/2013",115.9,34.97,48.39,45.4,3.66,33.459,100.89,3.57,8.12,71.761,48.305,34.18,46.86,20.63,416.52,14.42,38.637,72.84,30.57,23.647,119.88,89.55,21.04,77.36,47.76,24.27,50.35,71.6,84.09,73.35,22.273,91.71,64.59,44.8,108.68,11.91,16.3,47.58,83.75,160.66,29.68,46.95,58.44,75.38,48.634,21.915,47.291,13.4,89.37,20.5,56.54,62.95,17.01,20.44,53.29,32.38,74,62.65,94.02,46.92,82.984,28.37,17.49,28.349
"19/08/2013",115.61,34.88,47.96,44.89,3.6,33.209,101.52,3.4,7.94,72.534,47.78,33.79,46.44,20.36,420.4,14.15,38.778,72.9,30.13,23.429,118.66,88.87,20.75,77.43,47.19,24.27,49.33,71.5,83.97,72.3,21.915,91.23,63.54,44.18,108.67,11.69,16.12,47.7,84.15,158.63,28.91,46.65,58.05,75.21,48.083,22.28,46.325,13.22,90.45,20.1,56.32,62.8,16.28,20.06,51.83,32.08,72.95,61.81,93.74,46.17,82.601,28.46,17.56,28.349
"20/08/2013",115.42,34.71,48.5,45.07,3.63,33.631,102.23,3.37,8,71.581,47.85,33.87,46.84,20.64,424.83,14.29,38.761,74.73,30.56,23.893,118.29,89.44,20.84,78.57,47.49,24.32,49.92,71.74,84.39,72.39,21.881,90.6,63.99,44.82,109.21,11.87,16.31,48.24,84.11,159.56,28.94,47.35,58.62,74.29,48.019,22.523,46.532,14.01,89.73,20.57,56.35,62.61,16.8,20.31,52.12,32.81,73.02,62.24,93.74,46.48,82.447,28.53,17.72,28.534
"21/08/2013",113.42,34.64,46.8,45.14,3.61,33.53,101.7,3.34,7.84,71.766,46.95,33.48,46.22,20.36,419.96,14.34,38.588,74.25,30.28,23.883,117.7,89.36,20.73,77.84,47.1,24.07,49.16,71.7,83.68,72.29,21.448,90.69,62.95,44.6,108.07,11.78,16.25,47.62,83.71,157.11,28.66,46.98,58.17,73.73,48.083,22.17,45.882,13.33,88.8,20.37,55.88,62.04,16.73,19.9,51.63,31.84,72.52,61.79,94,45.73,81.9,28.24,17.4,28.191
"22/08/2013",114.67,34.67,38.53,45.68,3.63,34.303,102.98,3.47,8.03,71.851,47.24,33.82,47.12,20.34,421.11,14.57,38.8,74.74,31.02,24.129,118.29,90.6,21.1,79.08,47.53,24.01,49.91,73.23,83.89,72.66,21.498,91.54,63.34,45.24,110.61,11.92,16.41,51.91,84.5,159.41,29.1,47.82,58.98,74,48.945,22.26,45.832,13.2,88.26,20.51,56.43,62.42,17.2,19.91,52.21,32.17,73.75,62.49,94.03,46.46,82.61,28.16,17.19,28.358
"23/08/2013",114.4,34.84,38.68,45.77,3.65,34.095,104,3.55,8.05,71.574,47.33,34.29,47.51,20.33,422.35,14.57,39.082,75.42,30.85,24.81,119.53,90.44,20.93,79.33,47.38,23.86,49.83,72.71,84.29,72.58,21.738,91.71,63.94,45.17,110.69,11.75,16.45,51.62,84.61,158.65,28.97,48.71,59.84,73.89,49.073,22.44,46.197,13.5,88.41,20.57,56.67,62.73,16.44,19.74,52.32,33,74.46,62.96,94.57,46.32,84.577,28.34,17.33,28.655
"26/08/2013",114.33,34.52,37.78,46.06,3.58,34.038,103.32,3.55,8.06,71.853,47.22,33.82,47.25,20.15,421.42,14.49,38.973,75.13,30.66,24.924,118.84,89.76,21.17,79.53,46.91,23.83,49.6,72,83.08,71.94,21.869,92.44,63.07,44.89,112.04,11.63,16.41,52.38,84.24,157.9,29,48.44,59.7,75.43,48.921,22.275,46.532,13.35,87.53,20.48,56.4,61.7,16.63,19.52,51.8,33.29,74.65,62.84,94.55,46.25,84.337,28.02,17.19,28.423
"27/08/2013",112.73,34.01,35.98,45.5,3.39,33.588,101.86,3.54,7.915,69.799,46.16,33.69,46.65,19.8,419.12,14.11,38.354,74.29,29.66,24.612,118.81,88.45,19.99,78.22,46.26,23.485,48.24,70.34,82.69,70.5,21.301,90.6,62.56,44.02,108.45,11.26,15.88,49.37,82.91,153.23,28.3,48.13,58.85,74.12,47.333,22.191,45.842,13.17,86.17,20.25,54.67,61.63,16.28,18.95,50.6,32.11,72.89,61.37,92.93,45.53,83.79,27.995,16.84,28.534
"28/08/2013",113,33.75,36.16,45.53,3.42,33.423,101.47,3.46,7.93,70.128,46.17,33.58,47.19,19.84,420.02,14.12,38.419,73.45,29.75,24.914,121.81,87.94,20.11,78.45,45.98,23.445,48.31,70.26,81.97,70.77,21.225,90.83,62.31,44.04,108.5,11.22,16.02,49.9,82.85,152.97,28.18,48.9,59.2,75.03,47.269,22.285,46.335,12.76,86.53,20.16,54.85,61.08,16.02,19.01,50.58,31.34,73.08,61.75,92.95,45.66,84.577,28.21,16.85,28.803
"29/08/2013",113.32,33.73,35.95,45.93,3.38,33.466,102.44,3.36,7.81,70.243,46.49,33.65,46.65,19.93,421.52,14.17,38.115,72.59,29.83,24.546,120.37,88.26,20.31,79.04,46.2,23.45,48.47,71.18,82.41,70.47,21.461,91.64,63.02,44.46,108.58,11.35,16.5,50.66,83.58,153.63,28.16,48.54,60,75.05,47.564,22.06,47.025,12.4,86.57,20.21,55.34,60.59,16.37,18.87,50.7,31.83,72.7,61.35,93.06,45.72,84.615,28.1,16.67,28.59
"30/08/2013",113.58,33.33,35.31,45.75,3.27,33.352,102.14,3.36,7.7,69.602,46.28,33.83,46.49,19.77,419.94,14.12,37.789,72.98,29.74,24.413,120.43,87.72,19.92,78.69,45.68,23.31,48.33,70.77,82.7,71.11,21.04,91.35,63.23,43.99,107.36,11.06,16.19,50.21,83.25,152.13,27.91,48,59.98,74.49,47.205,21.98,46.542,12.48,86.41,20.03,55.15,60.71,16.03,18.9,50.53,31.77,72.16,61.43,92.27,45.49,84.615,28.21,16.32,28.488
"03/09/2013",113.22,32.93,34.93,45.88,3.27,33.559,102.91,3.35,7.72,69.797,46.66,33.32,46.85,19.75,419.76,14.25,37.778,74.69,30.12,24.744,120.55,88.28,20.68,79.46,45.8,23.48,49.37,71.2,82.72,72.33,21.179,92.58,62.54,45,107.6,11.05,16.34,49.97,84.35,154.76,27.88,48.3,61.07,73.9,48.314,22.067,46.798,12.72,86.42,19.89,55.38,60.75,16.26,19.45,51.13,31.47,72.57,62.18,93.14,45.68,84.865,28.01,16.34,28.404
"04/09/2013",114.55,33.46,35.12,46.93,3.31,34.231,103.87,3.34,7.84,71.242,47.45,33.74,47.73,19.84,422.81,14.32,37.865,74.61,30.39,24.706,120.86,88.23,23.54,80.34,46,23.77,49.6,71.3,82.97,73.65,21.654,93.73,62.15,45.84,107.61,11.22,16.91,49.64,84.99,155.74,27.7,49.08,62.15,74.14,49.137,22.635,47.124,13.5,86.9,20.29,58.42,60.79,16.11,20.72,51.87,31.62,73.94,62.62,93.56,46.35,86.112,28.37,16.66,28.506
"05/09/2013",114.87,33.74,35.87,46.731,3.41,34.095,103.84,3.4,7.87,70.753,47.29,33.34,48.43,19.8,420.1,14.37,37.909,74.93,30.66,24.754,121.37,88.19,23.56,81.25,46.02,23.69,49.86,71.07,82.34,73.37,21.865,93.12,62.04,48.6,109.05,11.28,17.3,51.2,84.99,156.17,27.04,49.77,62.28,72.99,49.2,22.6,46.976,14.22,87.04,19.83,58.54,60.42,15.9,20.5,52.11,30.3,74.13,62.9,93.56,46.6,86.083,28.27,16.65,28.284
"06/09/2013",115.04,33.5,36.45,46.87,3.57,33.917,102.99,3.46,7.92,71.174,47.04,33.41,48.99,19.82,417.53,14.36,38.034,75.92,30.46,24.621,121.21,88.19,24.15,80.83,45.59,23.55,49.22,71.38,82.33,72.43,22.235,92.73,62.92,47.89,108.16,11.37,17,49.61,84.57,156.66,26.91,49.54,61.97,72.7,49.304,22.67,47.183,14.27,87.16,20.1,58.76,60.23,16.24,20.83,52.56,30.43,74.39,62.91,93.12,46.61,85.373,28.28,16.82,27.903
"09/09/2013",116.74,33.8,36.85,47.25,3.69,34.288,105.74,3.68,8.08,72.31,47.3,33.63,50.13,20.06,416.5,14.48,38.408,75.76,30.79,24.971,122.22,89.5,24.26,80.67,46.25,23.92,50.09,71.96,83.32,72.53,22.168,93.79,63.03,49.07,109.1,11.31,17.31,50.1,85.28,159.49,27.07,50.26,62.7,73.58,49.775,22.91,48.455,14.47,87.56,20.38,58.9,60.26,17.1,20.87,52.86,30.38,74.97,64.13,93.51,47.68,86.044,28.3,17,28.089
